id,prec,tem,ws,wd,hum,press,pm2_5
1100162511,0,18.82,3.89,99.2,38.84,725.6,11.17
1100163335,0,12.25,3.22,205.5,54.14,724.4,2.31
1100171954,0,10.73,0.84,272.9,71.49,728,12.47
1100166418,0,19.24,3.39,108.2,40.95,724.4,11.38
11001156,0,16.08,3.67,32.18,58.25,724.85,13.92
1100143119,0,11.77,0.85,344.71,91.24,727.87,16.66
1100159816,0,18.32,3.26,10.4,53.89,720.4,24.17
1100111955,0,14.78,0.98,37.6,71.64,728.86,22.08
1100124763,0,11.46,1.17,127.77,96.09,725.51,10.62
1100148215,0,11.28,1.05,203.04,78.65,726.33,31.39
1100150354,0,13.91,1.72,197.04,84.81,726.06,12.37
1100122799,0,11.33,1.23,156.83,92.69,726.5,14.41
1100159202,0,14.83,2.26,6,70.32,722.06,5.44
1100163999,0,12.2,1.07,201.8,68.62,725.1,20.33
1100149184,0,12.23,1.43,184.44,90.6,726.83,22.66
1100110394,0,17.94,1.82,79.32,54.35,728.03,22.93
1100152139,0,13.5,1.22,189.96,87.88,721.89,14.75
1100137613,0,15.03,2.69,130.98,41.54,726.15,7.78
1100135083,0.2,11.21,1.23,173.36,99.08,726.19,13.15
1100133077,0,11.96,0.97,170.61,96.32,724.66,1.1
1100163805,0,12.14,0.92,91,80.84,726.73,16.05
1100145231,0,19.25,2.66,148.02,39.33,726.26,3.37
1100117892,0,14.44,1.24,292.35,75.5,726.21,31.53
1100168376,0,13.51,1.03,83.3,90.89,723.52,21.14
1100140003,0,11.65,1.01,135.48,93.34,727.5,19.53
1100157277,0.1,11.45,1.17,138.6,97.04,725.74,8.25
1100166565,0,16.89,2.71,346,60.28,723.7,22.44
1100122597,0,17.3,1.91,64.78,45.6,724.71,15.56
1100148002,0,15.2,1.27,156.12,71.85,727.84,28.96
1100158626,0,21.39,3.64,115.5,29.77,720.03,3.57
1100147780,0,13.48,2.25,236.4,56.93,726.67,7.02
1100121466,0,11.45,3.1,216.24,55.92,727.84,22.01
1100154583,0,12.45,3.48,212.88,56.43,722.74,5.82
1100161881,0,8.98,0.87,325,87.69,725.61,21.52
1100167600,0,12.68,1.19,132.6,95.09,725.76,24.08
11001677,1.3,10.41,1.95,157.09,94.86,725.95,22.04
1100128880,0,15.94,3.55,112.53,44.39,724.74,11.97
1100136081,0,19.2,2.04,146.14,41.86,726.01,11.29
110015634,0,8.69,1.03,307.66,73.11,726.61,22.39
1100162180,0,18.08,1.96,39.9,45.49,724.4,10.86
1100163748,0,17.74,3.48,347.6,50.17,723.2,14.96
110017089,0,10.02,1.49,178.14,92.23,728.35,15.91
1100131775,0,19.77,2.4,48.32,37.61,723.09,7.3
1100151281,3.5,14.63,4.42,180.48,73.54,724.66,16.91
1100122212,0,15.42,1.33,108.06,66.37,727.08,54.16
1100126455,0.1,11.34,1.53,146.43,96.48,726.12,16.04
1100119639,1.3,12.02,1.42,153.49,92.21,728.56,25.82
1100111654,0,13.13,0.84,105.7,77.33,728.9,35.15
1100131392,0,10.57,1.08,147.67,90.4,725.5,17.2
1100112349,0,17.9,2.4,125.53,42.07,727.73,3.22
1100129121,0,13.12,1.8,164.49,84.4,725.62,16.67
110013609,1,12.23,1.33,190.23,79.84,727.25,20.63
1100155631,0,11.76,3.15,229.08,47.02,721.91,14.76
1100158387,0,17.98,1.82,77.64,48.06,722.18,10.92
1100124874,0,18.65,3.64,5.04,49.35,722.87,15.82
1100117149,0,12.51,1.65,2.79,86.14,726.18,26.08
110012823,0,18.69,4.05,5.62,49.15,723.33,12.74
1100123741,0,11.26,1,41.12,92.28,726.23,23.75
1100169871,3.3,13.73,2.16,171.4,89.24,724.53,18.33
1100138701,0,22.36,3.57,129.77,21.99,725.98,7.94
1100123410,1.1,13.3,3.25,172.82,78.11,725.03,13.38
1100147705,0,13.37,1.27,177.6,84.45,726.12,21.32
1100151838,0,10.96,1.26,175.8,93.59,722.65,13.76
1100126651,0,11.41,1.04,329.9,87.49,726.41,17.63
1100145546,0,17.37,2.43,46.3,45.05,726.18,19.78
1100171465,0,17.25,3.09,107.7,44.6,724.98,12.12
1100149487,0,19.79,2.51,133.2,39.21,726.18,15.17
1100157403,0,16.85,1.17,140.52,50.46,725.34,18.96
1100111940,0.9,11.09,1.28,65.57,93.82,727.23,25.8
1100137116,0,13.49,2.03,165.61,46.69,726.18,5.4
1100160516,0,12.87,0.72,107.4,93.16,724.27,22.07
1100159934,0,19.4,3.07,7.2,50.7,721.66,14.61
1100144373,0,17.62,1.49,93.72,64.12,729.49,47.94
110019237,0,16.71,2.85,8.77,60.87,725.38,19.24
1100132581,0,10.09,0.83,285.64,78.22,723.51,5.82
1100130110,0,16.49,1.97,129.61,39.45,727.84,9.34
1100110920,0.1,19.26,3.49,154.44,43.86,725.72,4.74
1100114217,0,12.16,1.96,181.23,79.62,726.21,25.74
1100168453,0,13.3,1.34,138.8,94.11,727.6,13.32
11001958,0,10.73,0.75,105.47,92.98,726.23,16.89
1100169797,0,19.59,2.82,9.2,55.21,724.4,7.41
1100118283,0,16.43,1.12,78.61,65.85,727.84,51.54
11001772,0,10.32,0.94,157.32,88.44,726.95,20.91
110018941,0,16.18,0.79,69.99,65.72,726.96,21.64
1100197,0,9.48,1.09,83.14,91.42,725.37,18.43
1100157692,0,19.65,1.72,94.08,44.62,722.75,16.24
1100161197,0,19.73,3.25,114.1,38.68,725.61,2.73
1100160181,0,12.76,1.02,170.5,94.81,724.54,8.42
1100145746,0,11.5,3.1,11.71,72.71,726.18,10.02
1100117,0,15.89,4.35,61.17,63.06,723.36,16.2
1100130021,0,17.47,2.95,130.88,40.41,725.16,6.85
1100153892,0,12.01,3.75,215.4,60.26,721.33,6.26
1100110813,0,12.34,1.26,118.77,75.86,728.45,18.19
1100116086,0,17.1,1.99,73.58,56.9,726.33,29.03
1100151933,0,12.06,1.88,167.04,92.71,722.37,37.03
1100149916,0,17.64,2.17,85.92,56.73,724.54,26.67
1100123858,0,11.11,1.13,130.7,92.75,726.27,13.15
110019819,0,13.18,0.96,116.73,78.17,726.68,27.73
1100164728,0,16.91,3.1,7.8,55.35,723.06,29.27
1100150497,0,14.48,2.91,185.28,74.23,724.56,16.41
1100160368,0,15.26,1.91,109.2,68.11,721.39,6.68
110019954,0,8.79,0.86,294.37,86.46,727.01,16.66
1100169781,0,14.41,1.32,267.2,59.79,726.8,9.8
1100130476,0,19.2,2.91,115.2,34.72,726.31,5.98
1100134925,0,18.15,3.08,202.73,48.28,726.18,6.42
11001852,0,18.53,2.11,152.37,48.12,725.99,28.12
1100155790,0,14.94,2.1,180.72,59.87,719.65,20.31
110011708,1.4,10.89,2.25,235.33,85.35,724.05,11.92
1100133622,0,11.63,0.85,147.94,97.28,723.85,19.48
1100161192,0,13.65,1.21,235.2,62.19,724.64,2.03
110016434,0,10.28,0.97,199.28,88.57,726.15,21.07
1100121274,0,13.14,2,8.78,63.29,726.8,11.97
1100149442,0,18.93,3.69,12.12,47.39,722.89,20.07
110011214,0.1,9.92,0.75,180,96.43,727.1,14.42
1100154841,0,13.17,1.69,210.48,49.25,723.59,7.34
1100121121,0,17.85,1.86,160.83,43.65,727.67,2.15
1100152449,0,13.02,1.21,182.64,91.2,722.47,21.01
1100125474,0,12.57,1.53,101.21,83.61,727.9,22.41
1100119875,0,18.77,3.27,131.51,34.13,726.13,1.36
110015774,0,15.73,3.76,197.6,36.88,727.05,26.62
1100116793,0,17.52,3.75,0,52.17,723.25,17.59
1100116147,0,14.36,1.88,201.22,77.86,726.23,56.61
1100134104,0,12.6,1.7,251.95,84.08,726.07,18.4
1100152739,0,12.65,0.92,162.84,92.23,723.11,16.86
1100172243,0,12.17,3.1,193.8,54.65,725.67,6.72
1100147220,0,15.86,1.62,122.88,53.52,726.18,33.62
110015150,0.2,9.63,1.31,196.88,89.65,727.29,11
1100121688,0,18.74,3.67,0.86,45.73,725.78,22.31
1100138407,0,11.82,2.1,204.55,57.11,724.7,7.19
1100129956,0,14.59,1.26,271.64,50.7,727.84,6.02
1100149463,0,19.45,2.5,133.2,37.04,726.18,18.03
1100124194,0,10.03,0.73,275.01,93.86,724.52,15.28
1100148512,0,16.48,2.35,64.56,61.93,724.52,18.28
1100146028,0,13.75,2.31,28.44,67.08,726.23,18.81
1100123530,0,10,0.82,332.94,91.66,727.77,21.14
1100156668,0,19.63,2,123.48,36.48,722.2,11.53
1100139498,0,11.29,1.37,162.78,94.22,726.6,23.47
110016738,0,12.94,1.01,82.44,76.99,728.89,48.86
1100136661,0,17.99,2.94,123.1,40.14,724.53,13.17
1100164719,0,16.13,3.46,194.7,51.36,725.6,14.09
1100129344,0,10.81,0.78,326.2,71.88,724.54,5.74
1100158698,0,17.89,1.9,38.8,48.17,721.71,4.95
1100120897,0,10.48,1.08,156.05,91.13,727.82,30.41
1100143235,0,14.32,1.75,96.27,78.21,727.33,14.73
110019034,0,16.3,0.32,128.36,69.59,725.25,18.4
1100160461,0,17.58,2.73,145.6,59.72,721.76,22.63
1100124404,0.1,11.31,1.1,141.35,96.24,725.85,16.94
1100119177,0,16.43,3.55,0,50.13,725.77,16.78
1100160801,0,13.85,1.12,317.5,80.99,723.7,19.25
1100115037,0,11.18,0.97,227.68,84.08,726.15,35.17
1100130738,0,14.7,2.09,157.38,71.17,724.55,11.96
1100169600,0,19.21,2.14,107.9,58.68,726.53,38.55
1100130991,0,10.34,1.68,0,75.29,727.84,6.22
1100170998,0,13.23,1.15,317.1,65.34,728,4.23
1100153233,0,19.12,3.77,71.16,48.39,720.43,9.12
1100139752,0,12.23,1.23,139.88,82.05,724.69,22.4
1100119451,0.1,13.25,0.87,65.91,92.53,726.18,18.64
110012097,0,9.56,1.22,162.26,95.26,725.61,15.02
1100151286,1.1,11.63,1.21,156.84,94.41,726.21,12.5
110011149,0,9.25,0.76,44.11,93.05,728.73,27.02
1100114309,0,18.97,3.33,140.51,37.98,723.77,18.93
1100163396,0,15.41,2.03,46.7,56.1,724.28,14.5
1100137573,0,12.01,3.57,225.18,50.11,724.54,4.95
1100166771,0,10.98,0.84,314.9,83.87,724.4,17.87
1100121867,0.1,11.84,2.26,211.75,55.58,729.28,4.3
1100145582,0,10.87,0.76,229.89,82.78,727.8,17.34
1100113047,0,14.52,4.19,214.31,46.16,726.18,6.71
1100114854,0,17.53,2.13,106.81,53.84,724.58,23.06
110017650,0.7,10.95,1.06,120.11,85.74,725.2,21.17
1100118280,0,12.18,0.89,212.39,85.69,726.81,23.29
110018263,0,13.44,2.26,15.45,73.85,724.94,28.18
1100156602,0,13.57,0.95,217.68,83.16,721.43,11.08
1100122710,0,17.65,3.37,186.17,39.74,726.26,14.5
1100131679,0,17.51,1.8,275.27,53.09,724.69,32.49
1100124861,0,11.18,0.82,250.87,89.46,724.53,17.37
1100153113,0,17.94,2.95,86.76,55.36,719.7,17.35
110016321,0.1,8.98,1.13,184.75,92.55,727.02,10.15
1100128767,0,14.45,1.29,290.86,69.16,724.97,11.63
1100120594,0,10.78,1.39,200.15,82.55,726.17,11.95
1100148216,0,13.05,0.72,220.92,72.06,727.58,46.99
1100114101,0,13.63,1.28,11.06,43.6,727.84,19.27
1100111956,0,15.83,1.01,207.15,68.94,728.82,33.84
1100126609,0,17.64,3.12,167.71,48.25,727.2,23
1100133274,0.3,11.24,0.75,90.95,90.82,725.27,23.46
1100112303,0.3,19.51,2.64,162.34,37.38,726.14,10.61
1100153434,0,12.23,1.1,171.12,94.62,721.93,14.53
1100162509,0,18.71,1.98,120.6,44.85,726.76,1.52
1100151883,0,11.89,0.8,186.6,89,723.16,9.23
1100161113,0,13.51,1.58,354.6,69.72,725.78,9.63
1100161579,0,16.2,1.47,165.6,58.83,725.6,28
1100140764,0,20.64,3.3,14.99,42.01,722.9,15.12
1100136315,0,12.82,1.81,227.15,64.78,725.32,8.22
1100138552,0,13.62,3.51,207.22,47.29,726.24,4.74
1100118625,0,12.92,0.7,93.59,89.98,727.84,14.02
1100159587,0,13.25,0.75,314.4,77.39,722.23,19.97
1100128809,0,18.77,2.35,60.84,38.25,724.53,9.42
1100113046,0,13.11,4.01,221.72,49.43,726.02,0.18
1100134115,0,13.43,1.58,117.06,79.29,726.18,17.17
1100140512,0,18.46,3.35,16.04,53.29,724.52,16.13
1100150070,0,11.96,1.42,168.96,88.61,726.76,7.22
110013415,0,14.38,3.36,12.68,65.3,725.14,7.03
1100151850,0,12.98,1.64,187.8,90.34,723.32,26
1100120362,0,11.12,1.56,184.27,72.35,727.67,36.03
1100170947,0,13.67,1.08,324.6,61.48,726.8,10.43
110015614,0,11.52,1.5,18.72,79.04,727.03,31.04
1100170475,0,13.35,1.54,218.9,67.04,726.81,16.71
1100145275,0,11.27,0.97,284.33,74.71,726.19,21.09
1100145481,0,13.57,1.13,328.04,61.24,727.82,19.33
1100117327,0,20.76,2.18,110.04,34.69,724.15,4.86
1100144264,0,11.58,0.61,59.88,93.76,729.45,17.97
1100119189,0,15.21,2.01,213.01,67.35,725.92,20.56
110018476,0,10.69,1.08,154.19,91.29,725.36,14.94
1100137142,0,12.26,1.33,320.24,53.2,726.18,4.04
1100164130,0,17.64,3.74,100.8,40.91,723.22,12.07
1100147895,0,10.62,1.05,167.4,96.16,727.83,16.33
1100114720,0,13.61,1.36,92.52,70.9,727.85,17.55
1100132482,0,11.96,0.32,141.48,92.7,726.18,17.01
1100169209,0.3,12.55,0.85,340,92.95,726.85,10.79
1100143240,0,12.04,0.67,56.94,90.84,726.55,19.35
1100118340,0,15.15,1.66,30.05,70.83,726.13,14.02
110018733,0,16.49,0.16,84.3,60.7,728.91,22.44
11001644,1.2,9.22,1.11,96.13,98.91,726.9,27.02
1100152423,0,13.85,1.38,247.08,82.95,720.83,19.28
1100114235,0,18.42,2.95,158.97,44.76,726.21,9.15
1100113556,0,12.59,1.63,155.2,83.1,724.7,34.01
1100139511,0,18.7,2.67,33,45.25,725.69,20.64
1100158319,0,16.03,2.66,62.64,62.92,721.44,20.45
1100169272,0,19.76,2.94,3.5,58.94,725.67,29.6
1100155990,0,11.38,1.04,208.92,89.7,721.2,24.03
110018311,0,12.15,0.73,130.4,86.4,726.42,23.16
1100124661,0,15.52,2.53,163.17,68.14,723.82,11.71
1100167265,0,12.64,1.09,138,98.7,726.75,13.15
1100129054,0,10.39,0.91,159.43,95.65,727.84,20.02
1100131127,0,8.75,0.75,321.37,76.56,726.19,22.73
1100123878,0,13.74,2.69,185.24,66.63,724.46,26.52
110011194,0,7.62,0.65,324.14,93.53,727.79,13.07
1100113781,0,17.41,2.29,153.09,44.49,726.2,9.61
110017973,1.2,9.71,1.4,149.58,97.86,727.49,9.78
1100142278,0,16.09,2.55,31.83,62.23,725.77,17.53
1100140374,0,11.52,0.97,199.4,92.43,726.2,28.66
1100110102,3.1,12.58,1.94,177.3,82.69,723.32,23.2
1100144582,0,11.99,1.03,162.33,92.9,726.19,19.59
110014808,0,12.98,1.98,175.77,61.45,727.32,57.99
1100144581,0,12,0.89,162.9,93.32,726.19,18.79
1100166796,0,14.82,1.26,30.2,65.31,725.05,24.18
1100125720,0,12.63,1.49,144.07,86.68,726.13,24.05
1100113607,0,12.79,1.33,6.73,73.62,726.18,10.97
1100171567,0,12.53,0.84,209.4,90.75,727.99,31.58
1100156064,0,10.85,0.96,150.84,81.95,721.49,11.9
1100131879,0,9.83,1.17,149.04,87.65,727.52,15.59
1100154915,0,12.17,1.59,204.72,55.46,722.38,20.11
1100117619,0,12.46,1.04,259.43,84.21,724.6,4.56
1100142490,0,16.19,1.38,40.91,55.41,726.18,27.72
1100134632,0,10.85,0.95,154.47,97.33,726.18,8.79
1100168815,0,11.42,0.85,202.8,96.34,726.82,16.46
1100147543,0,11.07,0.81,306.12,73.25,726.18,20.91
1100114754,0,16.62,3.42,195.03,46.8,726.52,8.9
110015241,0,11.09,1.12,139.89,92.18,728.1,26.58
1100129922,0,20.06,1.73,64.49,32.09,727.65,8.24
1100113440,0,12.67,0.99,230.35,75.19,726.95,34.94
1100148458,0,15.59,1.41,119.04,48.3,727.86,16.15
1100129346,0,10.58,1.23,208,68.05,724.53,5.79
110016312,0.1,11.36,0.76,236.61,80.88,726.19,15.23
1100158176,0,13.05,1.61,133.2,86.24,723.14,27.97
1100114638,0,19.46,2.75,131.73,37.02,726.21,0.63
1100118938,0,11.47,0.68,9.5,98.23,727.47,8.95
1100142331,1.5,11.11,1.43,207.81,88.84,725.25,12.37
1100166287,0,12.04,1.21,166.7,95.05,725.45,12.34
1100162267,0,16.36,2.39,167.6,55.11,726.8,48.02
1100145437,0,12.87,2.04,0.65,72.02,727.84,7.98
1100160075,0,21.58,4.43,130.6,36.5,721.73,5.35
1100121703,0,10.8,0.96,199.08,92.63,726.15,17.36
1100141167,0,19.23,1.7,275.91,40.27,725.66,6.16
1100116696,0,15.65,2.16,161.84,37.39,724.53,30.41
1100133272,0,10.99,0.77,178.02,94.1,724.53,11.82
1100127350,0,9.53,0.64,266.58,92.64,726.18,18.51
1100141892,0,10.62,0.75,273.22,88.67,726.2,14.47
1100169074,0,14.04,1.27,358.6,64.33,725.6,17.42
11001849,0,11.96,1.1,20.82,73.15,725.47,28.05
1100163830,0,13.8,1.69,214.8,53.78,725.71,8.43
1100136648,0,12.36,2.24,220.34,58.23,724.65,3.86
1100114361,0,11.46,1.13,357.15,63.39,726.18,23.79
1100130760,0,17.18,3.41,0,57.56,724.53,21.11
1100164764,0,11.7,1.7,186.6,56.92,724.4,11.84
1100163513,0,19.96,3.77,107.7,34.77,723.13,5.31
1100168184,0,18.21,2.4,163.2,41.56,722.59,10.56
1100111173,0,20.18,4.04,0,47.02,723.64,18.65
110015501,0,11.3,1.07,99.65,81.68,726.99,26.64
1100136414,0,18.05,2.71,135.67,43.24,727.84,5.44
1100119816,0.1,10.96,0.73,137.31,87.7,727.64,9.68
1100126173,0.2,10.05,1.5,141.51,98.74,727.85,16.95
110011802,0,16.7,2.75,2.46,60.47,724.69,15.65
1100167451,0,13.59,1.6,179.5,91.07,726.8,19.18
1100131224,0,8.95,1.08,178.32,91.34,726.18,4.78
1100167995,0,15.71,1.01,302.6,63.37,726.31,12.5
1100112388,0,9.87,0.8,256.09,88.15,725.98,19.58
1100132012,0,14.98,2.77,182.66,56.82,727.69,7.34
1100129759,10.5,9.63,3.15,199.63,96.1,724.53,31.53
110018973,0,10.89,0.04,131.83,91.36,727.1,13.23
1100138485,0,19.35,3.73,125.96,34.61,725.84,2
1100151003,0,12.27,0.75,131.76,91.46,726.18,9.52
1100145977,0,16.24,2.59,144.36,45.26,724.93,13.65
1100124705,0,18.31,1.99,95.93,46.62,725.25,25.09
110013484,0,18.46,4.01,12,50.76,725.12,11.19
1100160120,0,18.03,2.3,216.7,45.65,723.58,3.53
1100156569,0,18.4,1.78,159.84,45.83,724,4.61
1100135329,0,11.74,0.9,300.54,83.12,727.52,25.27
1100121658,0,11.43,1.23,316.03,61.11,726.18,7.29
1100130580,0,12.64,1.27,16.01,88.69,726.7,17.58
1100164849,0,15.51,2.04,183.2,43.46,724.58,13.67
1100159837,0,17.95,3.75,2.4,54.07,721.69,19.91
1100164472,0,13.22,0.93,279.6,44.47,726.92,20.96
1100161272,0,14.07,2.2,9.7,66.57,725.6,19.05
1100115090,0,21.29,3.35,1.04,27.4,724.37,11.63
1100129977,0,14.4,2.51,0,66.27,726.12,12.62
1100141673,0,16.44,3,25.36,68.63,723.78,6.44
1100165660,0.1,10.94,1.36,115.8,98.49,728,13.43
1100111990,0,11.06,0.81,161,92.31,727.11,17.2
1100141834,0,19.28,2.42,130.83,39.95,726.18,13.27
110017875,0,11.62,2.2,173.19,90.07,725.35,14.37
1100167709,0,13.64,1.42,192.7,90.77,726.79,14.82
1100130968,0,12.75,1.57,170.41,80.42,727.78,40.65
1100144689,0,17.2,3.01,13.77,55.41,725.06,10.38
1100157565,0,10.6,0.75,283.68,88.3,722.13,15.02
1100125179,0,17.33,3.61,13.57,53.03,722.87,22.28
1100120596,0,11.04,0.71,209.74,85.85,726.37,20.6
1100124185,0,12,0.82,203.82,79.64,724.46,30.5
1100159578,0,20.9,2.16,4.7,37.01,721.16,9.17
1100119669,1.9,11.08,1.43,177.23,94.85,727.83,16.44
1100126466,0,11.21,1.06,120.51,94.17,726.11,41.63
1100171325,0,19.58,1.99,107.5,44.12,724.46,15.91
1100131378,0,17.39,2.36,149.3,46.32,724.73,0
1100119221,0,12.6,2.14,62.34,57.05,726.18,3.53
110017221,0.6,10.52,2.42,173.99,92.98,724.8,23.92
110019345,0,15.29,1.96,93.28,71.39,726.88,30.63
1100120034,0,17.14,1.46,150.06,54.85,727.39,31.06
110017809,0,15.44,3.36,201.35,67.15,723.74,28.4
1100143765,0,13.79,1.18,14.14,68.7,726.71,12.3
1100123682,0,13.3,1.21,140.87,76.02,725.37,52.93
1100168026,0,12.22,0.82,145.1,93.24,724.57,18.9
1100156661,0,11.94,2.32,200.64,61.06,722.52,7.61
1100127775,0,10.16,1.13,259.59,83.17,727.84,9.27
1100172031,0,12.41,2.1,191.9,60.82,725.6,2.35
1100131860,0,8.21,1.11,299.66,74.72,725.15,7.58
1100140090,0,11.63,1.35,137.8,92.9,726.18,18.59
1100167878,0,13.34,1,185.2,81.07,726.22,22.35
1100167822,0,15.23,3.55,15,67.67,726.8,27.58
1100130428,0,16.97,1.92,35.79,58.61,727.78,26.21
1100131012,0,10.39,1.19,158.94,90.63,726.08,9.32
1100162838,0,19.09,2.01,103.3,42.69,726.8,7.63
110016030,0,19.2,2.73,44.39,51.8,725.19,25.5
1100167593,0,14.83,1.74,129.2,86.55,725.39,26.65
1100120238,0,12.48,0.87,23.56,77.63,726.18,11.34
1100121509,0,14.49,2.26,21.78,67.2,725.77,42.6
1100142338,0.1,10.59,0.9,35.72,91.76,726.51,6.69
1100157167,0,18.49,1.94,127.68,59.34,725.36,34.85
1100135372,0,10.59,0.52,54.89,96.46,726.18,9.13
1100129687,0,17.16,4.13,155.73,37.49,725.72,6.44
1100126906,0,11.2,0.55,318.21,94.18,727.84,28.55
1100118436,0,12.86,1.38,171.57,87.54,727.29,27.09
1100138169,0,11.6,1.22,5.47,62.33,726.18,15.52
1100163815,0,19.24,2.49,125.8,41.28,726.8,9.67
1100138810,0,11.76,1.31,212.33,53.27,725.21,13.41
1100131393,0,10.42,1.14,139.2,90.81,724.92,16.21
1100171824,0,20.45,2.15,122.2,31.34,724.4,15.98
1100119190,0,14.61,1.6,200.07,69.81,726.18,12.34
1100132539,0,10.15,0.93,139.46,99.9,725.4,14.03
1100117318,0,11.87,1.22,160.74,92.05,722.96,22.43
1100116050,0,13.7,1.66,139.55,87.39,724.95,30.14
1100132866,0,11.32,1.15,149.16,97.65,726.22,3.98
1100119685,0.1,13.41,2.15,196.78,69.92,726.33,43.29
1100179,0,16.78,5.54,202.72,51.32,726.96,12.53
1100115882,0,15.97,1.86,162.07,66.86,725.99,76.35
1100112657,0,13.48,1.32,3.67,49.07,726.18,14.88
1100131802,0,15.73,3.04,161.58,54.9,723.69,22.77
1100134675,0,11.48,0.82,136.92,96.77,726.18,4.77
1100132987,0,11.23,1.01,131.69,92.99,726.18,8.16
1100115358,0,13.27,2.35,178.23,73.59,725.43,28.63
1100117070,0,19.83,3.75,112.1,36.06,724.13,10.86
110019484,2.8,15.4,2.29,19.74,67.22,726.29,12.94
1100132849,0,18.94,2.64,48.25,49.49,725.75,8.05
11001215,0,10.93,1.3,117.86,94.98,725.11,16.3
1100143378,0,14.97,1.99,13.43,74.56,726.19,10.65
1100162406,0,12.74,0.83,283.1,66.34,724.4,22.57
1100142680,0,19.46,1.86,154.77,41.49,726.19,9.44
1100111428,0,13.2,1.94,194.59,62.69,728.05,8.81
110018358,0,12.29,0.28,156.61,85.36,727.53,11.28
1100145544,0,18.93,2.36,45.77,38.44,726.4,12.14
1100110152,0,12.56,1.52,178.25,83.53,725.48,21.64
1100127704,0,12,0.85,99.17,93.58,727.82,12.9
1100152079,0,17.49,1.71,102.96,60.96,722.39,43.66
1100121069,0,12.29,2.72,187.42,58.22,726.18,17.44
1100169886,0,14.69,1.16,192.1,75.83,726.8,44.22
1100111938,1.6,12.34,1.04,77.68,84.79,726.92,15.12
1100170421,0,18.79,3.12,11.8,48.71,724.4,16.79
110015019,0,14.29,1.94,341.72,65.64,726.23,15.43
1100158231,0,9.71,0.69,283.2,87.15,723.1,18.41
1100148280,0,11.47,1.35,118.8,93.7,727.62,22.29
1100166535,0,19.83,2.62,167.1,38.96,725.15,1.81
1100169213,0,12.22,1,334.5,92.94,728.07,19.17
1100134505,0,16.31,2.45,11.46,61.2,723.24,14.3
1100148120,0,12.87,1.35,191.52,75.43,727.79,13.84
1100130304,0,14.51,3.18,199.48,43.89,727.84,5.16
1100153049,0,12.71,0.88,332.16,73.2,722.73,7.24
1100167223,0,13.96,1.98,127.1,91.61,727.89,34.66
1100134591,0,19.34,1.88,194.37,42.75,726.24,24.29
1100111646,0,10.84,0.85,242.95,87.83,728.74,24.4
110011650,0,9.66,0.96,169.59,93.96,726.61,18.4
1100139925,0.3,14.31,1.76,145.08,75.78,724.56,15.71
110018490,0,15.07,3.64,0,65.83,724.16,14.6
1100169025,0,13.36,0.59,303.7,71.04,726.64,5.91
1100143029,0,11.67,1.02,118.76,92.37,725.18,7.44
110016171,0,16.46,2.96,16.55,57.53,724.97,15.3
110016477,0,9.49,0.46,332.03,90.35,726.67,12.17
1100163443,0,16.12,2.23,111,43.35,724.41,11.29
1100154689,0,21.28,3.17,95.88,28.43,720.82,4.16
110017388,0,11.28,0.74,128.32,87.27,725.46,18.46
1100157514,0,11.37,1.25,183,87.75,723.91,24.49
1100157570,0,15.68,1.19,183.96,64.32,723.69,35.71
1100159853,0,10.65,0.62,182.6,91.33,723.37,24.19
1100129822,0,10.53,1.75,196.15,89.16,727.83,17.25
1100143836,0,12.03,1.12,119.75,95.02,727.83,17.5
1100120812,0,18.6,2.21,131,41.88,726.21,2.34
110015032,0.1,8.83,1.13,139.33,92.95,727.3,14.78
1100116485,0,12.14,1.1,142.19,91.91,725.65,7.71
1100112913,0,9.43,0.86,318.8,72.47,726.16,5.79
1100122755,0,11.49,0.83,345.23,78.08,726.19,28.32
1100133793,0.1,11.88,1.33,166.71,93.47,724.62,21.46
1100119625,0,11.36,0.91,136.85,95.22,728.27,15.66
110017887,0,8.99,0.52,255.21,92.68,726.99,14.99
110012433,0.1,10.33,1.08,186.48,96.56,725.71,12.39
1100163628,0,18.96,4.32,110,36.07,724.4,8.18
1100124189,0,10.52,0.55,287.92,92.67,726.12,29.1
1100135391,0.1,11.05,0.55,152.89,94.28,726.18,16.96
110015216,0,11.03,1.36,177.34,89.49,727.81,28.97
1100167833,0,12.09,1.56,172.2,87.29,728,8.79
1100162586,0,18.86,3.73,121.7,37.92,724.4,10.11
1100131172,0,9.53,1.6,169.08,84.5,728.5,15.01
110011977,0,8,0.75,174.64,93.96,726.82,4.06
110011757,0,13.79,3,359,66.28,726.4,8.97
1100119510,0,16.18,1.66,167.51,30.61,727.84,18.82
1100118541,0,15.71,1.66,183.23,72.29,726.18,38.92
1100171615,0,15.23,2.08,207.8,48.28,726.75,3.61
1100125201,0,18.61,2.37,52.01,44.95,723.27,21.55
11001899,0,18.28,1.76,119.58,46.9,725.67,14.34
1100138927,0,12.09,3.4,207.72,42.89,726.19,11.66
1100138237,0,12.39,1.12,216.55,50.49,727.58,9.42
1100111653,0,11.65,0.93,142.13,84.37,728.8,36.89
1100129882,0,11.11,0.76,83.72,91.66,726.19,28.24
1100151820,0,15.82,1.99,152.52,68.47,723.7,21.72
1100143718,0,13.97,1.49,203.14,66.94,726.18,18.5
1100125739,0,16.97,2.25,27.56,56.73,724.37,14.69
1100120673,0,16.27,2.84,17.62,60.21,726.22,11.42
