id,prec,tem,ws,wd,hum,press,pm2_5
1100114883,0.7,12.26,1.47,144.89,82.69,724.54,28.91
1100167488,0,19.23,1.39,171.8,37.78,726.56,16.18
1100124172,5.7,11.05,1.27,50.18,94.84,724.79,17.57
1100114508,0,13.26,2.94,229.2,53.22,725.73,6.15
1100164254,0,13.79,2.28,182.3,47.85,725.65,14.34
1100162629,0,19.19,3.7,137.7,36.13,725.6,3.71
110012263,0.2,9.77,1.07,72.07,98.37,725.23,6.93
1100168565,0,17.3,2.36,5.3,65.84,725.01,21.61
1100154337,0,15.51,1.64,166.32,52.25,720.41,17.86
1100124463,0,11.06,1.1,110,92.91,726.28,12.61
1100128386,0,13.62,1.9,0,64.63,725.78,17.72
1100156647,0,19.86,3.59,117.72,35.61,721.17,9
1100163950,0,13.31,1.76,192,57.78,725.6,16.83
1100110808,0,17.21,2.16,46.53,51.08,726.27,8.98
1100170804,0,11.98,0.63,297.3,73.47,728,19.75
1100126721,0,11.88,0.72,351.44,88.01,726.23,28.95
1100143834,0,12.65,1.02,162.67,90.96,727.82,30.64
1100148153,0,15.81,3.39,26.52,58.7,724.53,19.38
1100147388,0,15.85,3.72,173.64,46.71,727.92,8.13
1100125035,0,18.08,2.8,45.54,52.82,724.17,12.83
1100161751,0,13.71,0.92,208,86.49,725.57,19.16
1100133544,0,13.11,1.47,63.9,84.67,724.46,38.63
1100153977,0,19.06,3.59,127.44,37.7,718.81,12.01
1100167652,0,13.6,1.29,161.2,91.92,727.22,30.66
1100147921,1,11.65,1.49,184.2,92.62,726.18,30.98
110012316,0,15.06,2.88,201.37,46.06,726.96,27.79
110017895,0,15.71,1.91,73.62,64.47,726.3,13.14
110015487,0,14.46,3.22,20.19,64.79,723.37,19.57
1100166466,0,19.71,3.3,1.1,45.22,724.68,10.99
1100159612,0,12.32,1.13,174.7,89.49,724,25.23
1100117074,0,14.96,1.66,5.32,60.15,724.53,17.85
1100153371,0,16.71,1.62,85.92,62.93,722.07,46.47
1100170254,0,19.36,1.98,77,56.91,724.4,13.89
11001110,0,16.18,3.3,5.55,59.51,723.74,14.25
110019308,1.3,11.94,1.26,118.76,84.84,725.12,17.89
1100144925,0,15.25,2.01,18.02,57.23,726.41,16.76
1100156295,0,13.61,2.02,147.72,50.66,722.87,10.28
1100111395,0,21.83,2.66,23.5,38.85,724.83,6.93
110019291,0.1,10.01,0.66,110.54,95.26,726.96,8.96
1100126375,0,17.85,2.14,29.8,50.97,726.18,22.84
1100143297,0,16.29,1.66,45.26,71.43,727.05,32.18
1100110418,0,18.14,2.45,56.86,62.52,726.96,24.97
1100125388,0,17.27,3.95,22.28,55.3,722.84,12.83
1100160030,0,17.44,2.34,3.1,63.9,721.86,9.94
1100126966,0,17.58,2.81,40.69,54.73,725.7,20.38
1100156904,0,15.09,2.02,130.92,68.54,723.69,20.81
1100135840,0,9.81,1.01,200.5,85.08,726.18,15.67
110014740,0,14.55,2.53,184.53,47.95,728.45,10.7
1100159375,1.6,11.11,0.58,254.5,93,723.97,3.65
1100158427,0,11.14,0.81,227.8,94.12,724.21,19.85
1100113854,0,20.11,3.07,110.07,29.68,726.25,15.2
1100124445,0,16.55,2.1,8.71,61.03,724.79,13.22
1100145016,0,19.53,3.28,105.51,33.74,724.55,7.06
1100167862,0,9.9,0.87,230.6,84.45,725.59,17.85
1100126168,0.8,12.4,1.87,179.57,88.99,725.81,22.8
1100163494,0,14.62,1.19,224.6,52.19,724.63,13.95
1100166325,3.2,13.1,1.56,152,94.27,724.37,19.2
1100124498,0,13.54,1.96,78.25,80.7,723.49,17.26
1100140437,0,11.12,1.4,147.76,90.56,727.21,9.71
1100147496,0,13.94,1.87,228.24,52.25,726.19,6.5
1100157674,0,18.49,1.73,148.44,55.59,720.79,5.49
1100158756,0,11.56,0.94,313.4,70.48,722.03,8.63
1100127448,0,13.07,1.53,274.07,76.73,724.76,14.29
1100150801,0,18.88,2.23,29.28,47.61,724.59,19.58
1100127300,0,11.64,0.6,213.35,92.92,726.78,30.66
1100151546,0.5,12.3,1.57,141.36,96.78,726.97,16.95
110016787,0,17.48,1.64,127.72,57.18,728.5,14.65
1100156701,0.1,11.63,1.4,155.52,91.95,723.86,7.92
110016818,0,11.79,1.28,121.14,89.89,725.78,26.57
1100139308,0,10.88,0.79,341.76,80.74,726.18,19.78
110015268,0,10.12,1.34,32.22,86.21,726.96,16.76
1100111655,0,13.33,1.29,108.94,75.56,728.96,40.08
1100153586,0,14.77,1.15,198.36,70.93,720.8,53.08
1100124051,0.1,10.92,0.69,131.88,91.07,726.31,7.59
110013290,0,9.85,0.56,29.07,90.76,727.11,29.59
1100144804,0,15.87,2.28,40.34,64.7,725.63,25.8
1100163520,0,13.63,3.58,215.9,55.68,725.23,5.51
1100124083,0,11.62,1.42,160.32,90.85,726.21,17.15
1100168724,0,19.8,1.84,152.3,47.51,727.73,11.02
1100149930,0,11.8,1.25,186,91.47,725.14,21.65
1100110742,0,20.97,3.66,141.33,42.46,724.75,1.88
1100140221,2.5,15.95,1.88,73.9,70.83,724.6,27.42
1100129980,0,10.81,1.25,196.55,94.88,727.82,13.49
1100149108,0,19.24,4.01,169.8,41.43,723.02,16.2
1100165896,0,14.9,2.49,355.1,58.46,724.48,14.21
1100112145,0,15.08,1.67,2.92,67.39,725.04,24.97
110016334,0,11.38,1.63,182.37,80.09,727.34,22.65
1100141489,0,13.55,2.52,15.48,67.85,726.18,5.92
1100144852,1.2,12.76,1.99,77.57,89.74,726.19,16.38
1100123894,0,14.2,2.05,165.52,71.59,726.42,64.84
1100129288,0,14.49,2.56,160.61,51.03,726.18,9.01
110011860,0,10.17,1.28,168.25,96.08,727.02,16.43
1100136831,0,14.3,0.88,306.61,65.19,727.3,17.55
1100135604,0,10.83,1.18,173.82,96.45,726.18,16.83
1100134854,0,15.67,1.45,139.84,72.16,727.47,16.31
1100157294,0.1,11.87,1,113.28,90.81,726.61,29.48
1100133968,0,10.01,1.2,157.08,94.46,725.01,8.89
1100111136,0,9.27,0.72,332.97,75.39,727.3,7.93
1100132335,0,9.11,0.74,341.63,88.14,724.53,18.62
1100147021,0,10.39,0.87,177.96,86.24,727.07,20.65
1100113143,0,18.65,2.24,160.91,31.5,726.1,3.71
1100164170,0,16.12,3.89,178.1,43,726.44,5.85
1100136105,0.5,13.41,1.31,161.68,83.84,726.24,27.8
1100134739,0.6,17.28,1.97,99.16,61.42,724.12,18.29
1100172460,0,16.42,1.48,58.4,46.95,726.7,28.71
1100156512,0.5,10.43,0.65,113.88,93.6,723.71,4.06
1100118514,0,12.22,1.16,168.01,74.84,724.46,11.7
1100152791,0,11.87,0.99,189.12,95.57,723.89,14.74
1100124962,0,17.8,2.37,20.81,54.03,724.62,24.3
1100134282,0,13.43,0.83,86.99,70.17,725.08,37.4
1100149719,0,11.44,1.45,171,91.92,726.18,11.72
1100131767,0,10.86,1,117.91,89.01,726.18,21.32
1100127401,0,14.67,0.69,152.54,66.08,725.89,33.78
1100136621,0,13.55,2.53,211.48,61.73,724.53,5.59
110018077,0,17.04,3.63,5.65,56.37,725.11,10.4
1100110053,0,17.42,2.08,62.04,63.58,725.7,24.87
1100157321,0,11.2,1.31,172.08,86.94,727.01,4.33
1100159422,0,11.22,0.91,86.5,96.07,723.41,15.5
1100153052,0,11.04,0.77,260.52,79.11,721.78,8.24
1100133991,0,10.03,0.85,164.16,96.86,724.53,4.61
1100159298,0,15.02,3.56,358.9,63.1,720.77,14.83
1100138519,0,11.35,2.87,207.04,44.75,727.24,8.46
1100135787,0,11.42,1.17,143.07,93.8,727.76,0.79
1100152921,0,14.38,0.7,181.44,79.73,722.18,6.79
1100123748,0,11.53,0.77,105.35,86.16,726.17,19.4
1100144492,0,17.24,1.91,136.92,65.79,727.84,57.74
1100170287,0,14.34,1.7,266.8,59.1,726.35,2.93
1100132107,0,19.52,2.53,45.15,44.51,725.63,24.99
110012051,0,8.55,0.73,260.85,82.54,726.96,6.42
1100163336,0,12.72,3.13,207.5,51.19,724.4,7.13
1100123684,0,16.54,2.17,167.46,63.29,724.56,52.31
1100145056,0,12.63,2.49,224.62,59.79,724.79,4.86
1100170533,0,19.39,2.81,177.7,38.02,726.8,10.4
1100165004,0,11.88,0.92,297.8,66.32,725.16,8.61
1100170565,0,14.96,1.74,10,75.97,729.2,15.62
1100136385,0,11.94,3.91,206.6,58.03,726.18,7.81
1100161244,0,19.35,2.18,140.1,39.66,724.4,10.42
1100130898,0,18.09,1.68,128.07,57.3,726.22,35.9
1100150183,0,15.76,3.17,26.04,69.78,724.53,23.68
1100165735,0,10.81,0.75,313.2,82.47,725.6,17.34
110014962,0,9.84,1.12,255.16,59.55,725.69,14.72
1100119421,0,19.16,1.46,262.8,47.61,724.52,13.93
1100167864,0,10.25,1.03,235.7,71.84,725.6,37.25
1100128866,0.1,10.38,1.2,144.76,98.61,726.19,25.5
1100136433,0,13.48,1.15,254.15,68.21,726.18,11.58
1100117020,0,19.28,2.43,55.23,39.18,726.24,4.03
1100170053,0,11.83,1.14,100.4,92.18,727.99,20.85
1100113583,0,11.93,1.03,169.94,89.45,726.66,19.54
110012911,0,17.35,2.25,137.36,59.57,728.66,30.88
1100120456,0,12.13,1.49,175.21,76.47,727.83,32.05
1100143003,0.1,12.21,1.19,157.57,95.13,726.18,15.29
1100159103,0,15.45,2.8,21.6,66.95,720.34,10.08
1100136907,0,11.6,1.49,339.55,58.48,726.39,22.52
1100149626,0,11.58,1.26,152.28,91.58,726.19,16.71
1100166645,0,11.05,0.84,266.5,67.71,726.34,24.26
11001594,0.9,9.88,1.21,84.49,99.31,725.1,2.95
1100114522,0,20.66,3.99,135.37,32.45,723.83,6.2
1100159974,0,13.08,1.89,161.8,85.18,724.26,33.25
1100134939,0,13.92,3.09,224.61,58.16,726.29,7.92
1100111077,0,16.35,1.36,24.46,66.43,729.01,33.53
1100162401,0,13.63,0.94,263.5,55.79,725.6,11.82
1100121839,0,13.42,1.07,202.33,82.52,727.69,20.47
1100117031,0,13.56,1.74,0,64.41,727.7,8.23
1100122273,0,11.41,1.36,167.02,93.39,727.21,27.71
1100165379,0,12.24,0.85,267.5,76.88,726.8,8.52
1100154840,0,13.37,0.95,232.32,52.35,723.3,11.22
1100123469,1.5,9.86,1.19,144,99.4,725.37,2.77
1100172368,0,17.45,2,186.8,43.99,726.8,14.25
11001814,0,14.76,1.85,4.52,66.76,725.05,24.63
1100151111,0,19.22,1.8,60.72,49.57,725.46,15.54
110017250,0,9.17,0.63,74.14,93.56,725.84,32.46
1100161503,0,18.36,2.24,8.7,48.36,723.2,16.9
1100163981,0,16.42,2.54,171.2,36.01,725.6,12.97
1100157618,0.2,13.18,1.29,138.72,80.08,724.65,59.31
1100171006,0,11.01,0.82,321.9,73,728,5.98
1100161256,0,12.6,0.66,287.2,71.6,725.3,6.32
1100162994,0,12.76,1.23,133.9,88.04,728,18.89
1100171892,0,16.53,1.63,158.3,46.4,726.78,14.63
110011768,0,8.22,0.72,326.58,84.97,726.99,11.47
1100170876,0,11.89,0.93,299.9,86.36,727.72,19.42
1100122228,0,10.83,1.13,176.74,95.39,726.18,21.68
1100131176,0,8.43,0.73,294.8,84.8,727.49,11.2
1100158361,0,20.83,2.35,134.88,38.41,722.18,4.24
1100162104,0,18.04,3.51,111.1,40.4,726.71,5.98
1100147434,0,20.08,1.65,155.28,14.04,726.22,3.19
110017213,0,13.54,2,122,80.61,726.96,15.81
1100116447,0,21.07,2.18,144.16,41.37,726.19,18.5
1100166384,0,11.84,0.86,312.3,79.65,723.39,13.9
1100152191,0,10.49,0.81,321,75.38,721.74,6.4
1100120299,0,19.8,1.9,122.96,35.26,724.53,2.93
1100115836,0,19.01,1.61,356.75,48.52,725.9,55.2
1100145258,0,21.78,2.24,118.78,29.47,724.56,5.96
1100151027,0,11.75,1.31,157.92,96.61,726.18,23.48
1100166393,0,20.58,2.91,129.9,43.92,723.82,13.85
1100113793,0,11.2,1.33,126.53,92.5,727.41,26.13
1100112067,0,11.78,0.93,177.16,92.04,728.8,27.13
1100119926,0,13.87,1.26,58.8,72.42,726.69,19.87
1100111330,0,20.2,1.89,7.2,46.09,726.03,11.69
1100138607,0,17.44,3.84,123.01,36.91,726.18,14.45
1100130125,0,11.59,3.02,198.7,50.31,727.84,25.6
1100163056,0,17.87,1.55,120.9,40.77,725.6,12.28
1100168883,0,12.46,1.05,214.7,94.96,727.37,29.29
1100125822,0,11.19,0.8,154.27,98.78,725.99,13.81
1100128320,0,13.08,2.91,209.98,59.02,724.8,3.74
1100146054,0,11.28,1.2,242.4,81.36,726.23,21.16
1100127525,0,21.58,2.46,82.23,33.62,725.17,11.89
1100129333,0,17.58,3.39,111.5,41.1,723.67,12.1
1100129004,0,12.83,1.16,355.59,57.91,726.22,6.28
1100146648,0,14.59,1.56,190.68,65.52,726.18,9.19
1100124175,1.4,9.34,3.19,182.36,96.07,724.4,2.23
110013520,0,10.12,1.03,156.66,93.49,726.96,20.11
1100148114,0,10.86,1.07,316.44,83.43,726.2,24.38
1100145561,0,8.77,0.93,248.71,93.39,726.21,14.38
110019488,0,15.43,1.93,32.49,64.44,724.62,15.96
1100158445,0,12.58,0.97,184.5,80.23,723.21,17.67
1100131651,0,11.21,0.98,158.36,94.87,727,20
1100112696,0,19.4,2.61,165.44,37.66,725.59,4.17
1100127599,0,20.79,2.34,133.71,41.45,723.67,7.11
1100166739,0,13.32,1.02,25.8,74.18,725.6,13.13
1100157940,0,12.13,0.87,123.84,93.61,723.69,9.37
1100153160,0,19.65,3.36,78.84,50.63,721.25,18.68
1100149864,0,10.39,1.46,192.84,90.2,726.18,85.14
1100143143,0,12.46,1.03,164.31,93.78,727.75,10.86
1100146126,0,12.95,1.74,249.36,53.17,726.17,0.55
1100119325,0,22.83,2.9,195.43,37.47,725.18,30.73
1100141552,0,20.93,3.59,151.15,30.63,723.45,3.97
1100141925,0,18.85,2.7,30.37,54.16,727.83,36.14
1100122763,0,18.64,3.98,5.12,51.06,724.36,24.84
1100142978,0,12.2,1.18,189.78,88.95,727.27,13.99
1100150368,0,15.71,1.89,89.28,70.59,727.83,20.24
1100164227,0,15.84,2.27,6,57.67,724.97,21.71
1100130123,0,12.06,2.17,193.7,49.02,727.84,14.87
1100130372,0,10.26,0.94,207.43,89.01,726.18,28.04
1100165307,0,12.76,1.13,205.7,85.74,726.8,23.23
1100153501,0,13.6,1.15,149.64,85.82,720.42,24.42
1100128285,0,20.72,3.45,148.28,36.41,722.96,8.57
1100129211,0,18.92,3.34,159.7,32.8,726.04,2.01
1100169229,0,18.15,3.52,56.2,61.62,724.54,31.13
1100140474,0,18.52,2.95,24.11,53.24,724.06,20.34
1100141593,0,14.88,2.19,22.23,58.83,726.18,18.94
1100126107,0,9.2,0.73,331.8,88.07,724.57,5.01
1100123295,0,11.07,1.19,107.02,92.91,727.26,17.55
1100136531,0,12.87,2.95,230.92,55.29,726.11,5.06
1100170794,0,14.67,1.79,99.4,75.29,729.08,18.82
1100149443,0,18.97,4.21,123.6,48.29,722.87,8.18
1100158006,0,16.34,1.93,71.76,61.31,722.17,11.65
110019469,0,11.77,1.37,81.12,90.35,726.97,7.82
1100116475,0,18.73,2.91,0,49.84,724.17,18.47
1100122209,0,10.86,0.61,285.61,91.14,726.19,30.76
1100164708,0,13.3,1.33,198.4,70.38,725.6,20.59
1100171029,0,11.39,0.99,187,89.34,726.9,9.71
1100141795,0,14.12,0.99,347.01,70.66,725.91,13.92
1100127027,0,14.99,2.53,0,64.09,726.05,14.22
1100122264,0,16.86,3.08,38.25,58.28,724.59,20.07
1100127423,0,10.81,0.95,240.27,83.06,724.56,17.63
1100126235,0,15.02,2.07,3.15,58.74,726.22,25.84
1100163954,0,12.81,2.62,208.7,54.87,725.6,14.75
1100146836,0,16.68,2.23,56.64,51.52,723.04,27.85
110017202,0.1,11.15,1.43,173.04,92.73,726.94,17.18
1100161631,0,17.48,1.88,15.5,58.4,724.42,8.66
1100120187,0,10.54,0.97,297.07,96.07,727.78,17.85
110019509,0,16.2,1.75,70.05,60.7,723.89,6.48
1100136897,0,17.91,3.78,116.04,34.88,725.99,10.37
1100166928,0,12.07,1,313.6,67.28,724.87,3.38
1100116915,0,12.3,1.07,125.75,91.89,726.99,22.52
1100168189,0,13.38,0.48,282,71.55,724.4,16.95
1100134543,0,18.02,2.3,177.33,44.65,726.18,16.3
1100128323,0,12.76,3.53,197.25,59.85,724.53,3.48
1100117235,0,18.24,2.86,0,56.04,722.97,14.3
110014655,0,12.31,1.35,303.57,51.51,726.98,8.13
1100128431,0,16.88,2.84,0,57.33,724.58,8.01
1100125971,0,9.63,0.71,345.22,92.92,726.19,8.79
110011770,0,11.24,1.52,79.04,74,728.2,43.27
1100128325,0,13.09,3.58,199.8,58.49,724.77,9.82
1100147629,0,20.08,2.1,138,38.7,724.87,10.09
1100139089,0,13.88,1.91,22.18,63.39,726.36,13.64
1100160077,0,21.98,3.66,130.3,36.08,720.55,1.53
1100118543,0,18.38,1.8,114.3,61.53,726.18,36.85
1100160522,0,12.25,1.35,349.1,87.51,723.7,21.47
1100120690,0,10.34,0.71,124.21,98.66,726.33,15.02
1100129207,0,16.47,1.93,151.89,39.44,726.53,13.17
1100149173,0,14.67,1.51,133.44,73.46,727.87,36.84
110011772,0,16.93,1.43,147.53,51.28,728.8,20.13
1100113596,0,18.31,2.23,127.38,40.35,724.85,4.61
1100125499,0,16.53,2.17,126.88,64.4,726.24,23.23
1100152351,0,12.8,1.41,99,89.99,720.87,33.02
1100145898,0,18.29,2.51,144.37,40.69,726.18,0.98
1100142201,0,11.3,0.67,120.82,95.43,726.49,5.77
110015063,0,19.19,1.9,125.12,38.27,727.02,9.62
1100121238,0,13.8,1.28,75.61,53.66,727.8,56.87
1100144834,0,11.7,1.13,142.28,95.23,727.84,17.83
1100164204,0,15.62,1.45,88.6,47.16,725.57,14.47
1100125863,0.2,12.2,2,126.31,90.94,724.54,22.66
1100111274,0,10.96,1.35,35.48,91.26,726.31,12.98
110016851,3.8,8.84,0.68,297.14,93.59,728.25,3.9
1100110376,0,17.55,2.1,142.63,55.37,724.67,44.85
1100143889,0,10.03,0.7,75.4,96.01,727.82,5
110019428,0,10.77,1.06,132.38,95.67,724.7,14.48
1100119634,0,18.26,2.63,35.71,56.73,727.03,20.15
1100139081,0,19.29,3.37,121.66,35.05,726.08,13.64
1100117392,0,14.41,2.2,210.14,54.02,722.94,2.46
1100148277,0,13.51,1.63,48.12,77.16,726.51,23.38
1100156203,0,11.92,1.94,207.36,63.21,721.45,7.94
1100110162,0,10.42,1.32,164.26,96.67,726.4,11.14
1100124922,0,13.97,2.21,30.86,69.52,724.74,11.71
1100142128,0,12.55,1.24,112.2,93.17,726.69,9.28
1100141649,0,16.19,2.06,31.68,68.1,722.91,7.63
1100164480,0,12.25,2.64,192.9,31.87,725.61,4.86
110014709,0,11.06,1.09,142.41,81.7,726.95,6.69
1100127940,0,12.33,0.83,349.6,83.24,726.79,25.09
110011866,0,15.88,2.2,47.79,61.29,725.15,9.09
1100155956,0,16.52,2.81,232.56,50.91,719.99,13.66
1100113508,0,13.31,1.63,158.13,82.42,725.73,16.27
1100172014,0,19.1,2.18,138.1,36.98,725.6,29.56
1100113122,0,20.51,4.61,125.06,27.74,726.19,4.26
1100117558,0,18.14,1.62,34.81,56.5,726.54,31.92
110011345,0,10.02,0.44,280.89,87.74,725.14,44.46
1100155665,0,18.44,2.31,176.88,32.09,722,5.79
1100137867,0,21.47,2.13,74.54,28.7,726.18,24.92
1100168180,0,21.81,3.67,91.4,33.01,721.98,11.34
1100145361,0,13.61,2.46,0.42,55.34,726.31,10.01
1100166378,0,14.93,1.29,279.7,62.08,724.71,10.18
1100157152,0,12.72,1.36,200.64,90.67,723.27,19.38
1100152273,0,20.94,2.29,135.48,37.06,720.14,11.96
1100143177,0.1,12.05,1.45,25.34,87.13,727.94,19.48
1100116319,0,20.47,2.09,104.38,36.97,724.4,1.01
1100143557,0,10.27,0.92,287.07,90.17,727.84,18.5
1100167748,0,13.41,2.35,183.5,58.49,726.79,50.59
1100166464,0,20.88,2.59,174.6,33.57,726.39,7.91
1100147889,0.1,13.3,1.09,105.36,85.13,724.53,11.41
1100163945,0,14.15,2.17,1.7,64.07,726.31,19.41
1100145348,0,13.66,4.03,200.09,46.22,726.19,12.25
1100168791,0,12.32,1.11,92.2,91.01,726.8,15.86
1100128689,0,20.6,3.14,33.98,32.41,724.56,10.97
110012705,0,15.37,1.81,56.67,68.23,725.13,25.07
1100172293,0,12.47,3.33,196.3,56.99,726.77,6.51
1100135116,0,18.74,1.72,124.07,50.61,727.84,9.07
110012509,0,15.12,1.4,92.1,73.08,727.12,36.74
1100137472,0,14.54,1.44,121.35,56.5,726.23,18.21
1100142082,0,12.08,1.1,74.23,89.49,726.16,19.05
1100151693,0,12.53,1.05,86.64,75.7,721.96,18.14
1100148746,0,19.02,1.62,179.28,42.34,726.19,17.73
1100119863,0,10.45,1.14,183.22,92.33,727.81,13.19
1100111565,0,16.36,2.53,128.26,61.97,725.42,22.92
1100114170,0,14.04,1.56,171.01,74.12,726.27,47.61
1100116480,0,13.11,1.84,180.29,91.12,727.46,15.6
1100140413,0,12.19,1.36,86.08,91.85,726.31,16
1100125072,0.2,10.99,0.94,145.41,97.73,724.13,9.4
11001431,0,16.4,3.2,174.76,56.29,726.87,20.26
1100123581,0,10.05,0.86,176.12,91.42,724.74,17.31
1100127419,0,12.19,1.06,195.71,93.85,725.51,17.71
1100167901,0,13.35,0.95,164.7,90.93,726.8,22.69
1100118415,0,11.72,0.8,151.34,77.8,726.2,19.79
1100126340,0,11.74,1.2,79.39,93.83,726.54,8.82
11001200,0,8.41,0.47,8.08,89.87,725.02,9.8
1100160408,0,17.16,1.77,113.5,50.47,724.17,13.87
1100161271,0,14.66,2.17,24.1,63.75,725,15.73
1100170386,0,13.24,1.05,158.1,64.27,725.6,15.05
1100158522,0,10.18,1.12,177,73.28,722.13,14.95
1100135252,0,10.5,0.74,298.4,90.17,727.62,18.07
1100111787,0,12.74,1.86,213.34,62.51,725.11,3.09
1100154953,0,18.53,3.27,109.68,35.54,721.31,6.16
1100138785,0,11.75,2.12,268.17,47.73,726.2,19.01
1100156826,0,9.65,0.82,282.48,89.89,721.89,11.41
1100122801,0,10.9,1.06,139.05,96.01,726.33,17.29
1100128062,0,10.61,1.42,146.76,95.9,726.2,7.69
110014171,0,16.4,1.96,114.82,52.75,727.76,8.24
1100142453,0,13.83,1.66,38.6,74.68,726.14,14.72
1100150864,0,9.78,0.89,193.2,87.44,724.54,12.61
1100147918,0,12.15,1.69,172.92,93.42,726.42,24.19
110013846,0,14.98,2.3,14.57,64.57,725.12,14.48
1100141065,0,10.75,1.13,172.53,84.31,724.53,24.86
1100159856,0,13.98,0.96,149.8,75.32,724.92,35.99
11001965,0,13.26,1.32,146.69,79.57,727.84,34.29
1100146899,0,19.16,1.79,209.16,39.5,727.84,14.95
1100144669,0,13.56,1.47,161.96,75.4,726.19,23.18
1100159310,0,14.5,3.25,176.4,55.34,722.09,13.45
1100153442,0,15.45,1.04,86.64,71.96,722,36.01
1100155748,0,12.43,3.43,215.64,50.67,720.71,0
1100119942,0,15.72,2.31,136.31,62.26,727.84,24.35
1100129332,0,18.16,3.12,104.51,38.81,724.4,8.48
110016529,0,11.98,1.63,204.82,71.58,728.27,38.77
1100164577,0,16.26,2.25,187.4,45.87,726.8,21.7
1100156666,0,19.17,2.37,138.6,38.45,723.41,9.79
110019120,0,20.34,2.2,158.19,44.6,726.99,11.23
110013275,11.5,9.53,2.06,207.34,93.93,725.12,21.89
1100128855,0,17.73,2.3,0,54.85,724.54,13.86
1100138674,0,17.27,5.54,192.25,31.51,727.84,13.34
1100120989,4,11.33,1.84,193.34,92.25,726.23,9.25
1100127812,0,16.34,2.6,142.46,44.96,727.84,23.42
1100111543,0,15.69,3.06,7.31,62.34,726.32,10.49
1100135392,0,11.07,0.55,144.89,94.84,726.18,25.8
1100137157,0,19.89,3.36,128.53,29.78,724.51,3.77
1100146219,0,12.46,2.37,239.64,44.17,727.84,10.29
11001197,0,9.18,2.02,225.2,90.95,726.37,9.5
1100171507,0,15.87,1.07,144.6,60.95,728,23.47
1100122063,0,11.87,1.39,186.43,72.2,725.63,12.92
110018905,0.2,11.32,0.04,79.27,87.02,726.98,15.14
1100147596,0,10.26,0.83,295.8,86.91,726.2,27.79
1100160385,0,16.12,1.43,207.3,57.82,724.23,19.33
1100125466,0.2,10.24,1.35,155.63,97.49,726.25,10.42
1100123010,0,11.15,0.67,319.99,76.52,726.19,15.8
1100123635,0,15.87,1.38,80.12,58.46,726.29,33.36
1100122023,0,18.63,2.57,147.71,42.18,726.21,0.14
1100172120,0,12.26,1.18,239.3,55.08,725.73,8.93
1100155720,0,13.19,0.94,227.52,51.02,720.83,13.27
110017331,0,18.45,2.58,49.48,56.9,724.76,21.56
1100135208,0,9.65,0.65,336.74,96.09,727.62,14.44
1100140303,0,9.9,0.81,234.62,94.16,726.18,14.85
1100169228,0,22.51,2.54,165.3,40.6,725.29,19.81
1100157653,0,11.38,1.31,107.76,95.34,723.65,15.14
110014244,0,17.32,3.97,15.06,53.24,725.05,8.79
1100114419,0,15.21,1.99,173.78,39.23,726.2,29.23
1100132375,0.1,10.61,1.9,154.8,96.4,726.18,15.74
1100152857,0.9,12.24,0.7,95.4,95.19,724.16,19.72
110014209,0,9.21,0.64,251.6,81.62,727.04,13.07
1100125630,3.7,12.27,1.28,168.8,96.11,727.81,5.99
1100155700,0,11.64,3.27,193.08,46.25,720.81,13.08
1100163250,0,15.19,2.72,171.7,44.48,724.85,15.33
1100145082,0,9.86,1.1,330.94,71.29,726.13,10.79
1100129368,0,11.95,0.87,313.7,72.77,724.53,11.03
1100112683,0,12.99,2.32,0,65.79,726.69,13.64
110015034,0,9.29,1.04,171.9,89.86,728.33,19.96
1100112366,0,11.1,2.16,200.25,61.66,725.79,2.46
1100110135,0,9.82,0.7,145.22,94.31,725.25,19.93
1100146599,0,12.24,1.69,156.84,89.85,726.18,13.58
1100120425,0,11.77,1.16,151.77,96.04,727.84,13.07
1100116843,0,12.35,1.38,165.16,91.84,726.19,28.25
1100121542,0,13.09,1.24,196.39,74.79,727.08,43.77
110011064,0,12.38,2.33,181.53,80.6,725.72,18.29
110012913,0,19.93,1.5,33.62,44.81,727.04,3.24
1100128065,0,13.01,1.12,127.23,79,727.79,21.92
1100150130,0,19.95,1.79,185.16,39.99,726.99,9.44
1100157017,0,11.19,1.45,160.8,87.84,719.7,19.17
1100118624,0,12.94,0.97,93.51,90.22,727.84,19.27
1100117808,0,12.4,1.32,199.1,83.36,727.37,50.65
1100160645,0,11.63,0.82,59.4,93.55,723.43,18.24
110016249,0,9.53,1.23,151.47,90.36,726.97,13.94
1100161864,0,14.56,1.9,42.3,75.17,727.74,37.81
1100135938,0,12.01,1.46,175.07,92.6,726.61,18.34
1100159997,0,10.08,0.73,306.6,87.38,724.51,27.56
1100140619,0.1,10.55,1.07,200.23,94.63,726.2,11.01
1100162364,0,17.68,2.95,170.4,44.61,726.44,4.87
1100158951,0,14.21,1.64,137.5,75.07,723.41,28.47
1100154408,0,16.45,2.7,186.96,44,719.62,11.54
1100119265,0,13.48,1.66,191.7,61.48,727.81,4.3
1100111556,0,10.58,1,173.63,88.32,727.28,18.89
1100152874,0,17.6,1.69,47.64,59.3,722.69,10.99
1100170899,0,13.22,1.23,175.8,90.41,727.04,28.55
1100172052,0,11.92,1.6,211.9,58.7,724.5,3.78
1100156197,0,11.66,0.98,201,81.26,722.34,26.88
1100148023,0,10.94,0.86,262.56,89.4,726.25,26.02
1100159557,0,18.12,2.82,7.1,49.2,720.7,3.68
